category,skills
Backend,"c, self"
Backend,spring framework
Backend,"c, database, skill, self"
Backend,"c, self"
Backend,"data protection, c/c++"
Backend,"c, self"
Backend,"microstrategy, microstrategy, microstrategy, oracle, microstrategy"
Backend,"c, self"
Backend,backend
Backend,"c, self"
Backend,"c#, database, qa, c#, self"
Backend,"oracle, oracle"
Backend,"stage, stage, qa, unix shell, unix, c"
Backend,"database, back end, database, database, database"
Backend,"c, c"
Backend,"full stack, c#, full stack, c#, full stack"
Backend,"self, c, ui"
Backend,"software engineer, c++"
Backend,"oracle, oracle, oracle"
Backend,"c, self"
Backend,"oracle, oracle, oracle, oracle, oracle"
Backend,"qa, qa, qa, backend, database, backend"
Backend,"c++, opengl, c++, opengl, c++, opengl, opengl"
Backend,"c, self"
Backend,"c, self"
Backend,"database, back end, database, database, database"
Backend,"software engineer, c, c#, database"
Backend,"c, self"
Backend,"c#, html5, css3, ajax"
Backend,"oracle, oracle, oracle, oracle, oracle, oracle, oracle"
Backend,"c#, c, facebook, facebook"
Backend,"groovy, selenium, oracle, grails, groovy, ui"
Backend,php
Backend,"c, self"
Backend,"c, self"
Backend,"c#, c#, skill, c#"
Backend,"c, self"
Backend,spring
Backend,"c, c"
Backend,"c, c++, c, c++"
Backend,c/c++
Backend,"go, go, oracle"
Backend,"c, self"
Backend,"virtual, c#, c#"
Backend,"c, self"
Backend,"c, self"
Backend,"c, self"
Backend,"php, microsoft office, php"
Backend,"c#, self"
Backend,"software engineer, back end, c#"
Backend,c#
Backend,"node.js, redis, spring boot, twitter"
Backend,oracle
Backend,"rest api, selenium, node.js, ui"
Backend,"oracle, oracle, salesforce"
Backend,"oracle, ajax, html5"
Backend,"fiserv, c#"
Backend,"c, authorization, skype, linkedin"
Backend,"mysql, identity management, mysql"
Backend,"perl, perl, perl, c, impact, c, perl, perl, c#, perl"
Backend,"c, self"
Backend,"full stack, apache tomcat, spring, junit, groovy"
Backend,"software engineer, c/c++, debuggers"
Backend,"c, self"
Backend,"software engineer, c, c, linkedin"
Backend,"c, self"
Backend,"qa, qa, qa, selenium, selenium, c#, ui"
Backend,"c, self"
Backend,"backend, database, nosql"
Backend,"c, self"
Backend,"c, self"
Backend,"c, self"
Backend,"c, self"
Backend,"c, self"
Backend,"c, self"
Backend,"c, self"
Backend,"c, self"
Backend,"c#, subversion, c#, c++, subversion, c#, c++, subversion, software engineer"
Backend,"c++, database, software engineer, backend, backend, smart, backend, authentication, nodejs, c++, mongodb, redis"
Backend,"c, c"
Backend,"ui, ui, ui, skill, c#"
Backend,"verilog, verilog, c/c++, c/c++, verilog, verilog, perl"
Backend,"oracle, oracle"
Backend,"qa, programming languages, c#, database"
Backend,"c, self"
Backend,"ibm websphere, go, ibm websphere, c, ajax, ibm websphere"
Backend,"c, self"
Backend,c#
Backend,"c#, restful api, restful api, restful api, c#, restful api, c#"
Backend,php
Backend,"r, skill, scala, scala"
Backend,"back end, backend, spring"
Backend,"spring, grails, orm, spring, database, oracle, xquery, spring, junit, git, smart"
Backend,"oracle, oracle, oracle, oracle, oracle reports, oracle"
Backend,"oracle, oracle, skill, oracle, oracle database, oracle, unix, oracle, oracle, reduce, oracle"
Backend,"c, self"
Backend,"backend, backend, spring, spring"
Backend,"oracle fusion middleware, oracle fusion middleware, oracle, oracle fusion middleware, oracle, oracle"
Backend,oracle
Backend,"c, database, skill, self"
Backend,"spring, player"
Backend,"c, self"
Backend,"c#, backend, c#, backend, c#, backend, software engineer, backend, ui, ui"
Backend,"software engineer, c++"
Backend,"software engineer, c#, c/c++, c++, c#, c#"
Backend,c
Backend,"qa, qa, qa, self, c#, skill"
Backend,"c, self"
Backend,"c, self"
Backend,"skill, impact, impact, c#, c++, skill, self, c, c++, c#, c++, skill, self"
Backend,"c, self"
Backend,"database, oracle"
Backend,"c, self"
Backend,"c, self"
Backend,"c, self"
Backend,"c, self"
Backend,"php, microsoft office, php"
Backend,"oracle, oracle, oracle, oracle, oracle, stage, oracle, oracle, oracle"
Backend,"database, database, database, oracle, oracle, unix shell, database"
Backend,"c, c++, kernel"
Backend,"full stack developer, spring"
Backend,"scala, scala, scala"
Backend,"skype, backend"
Backend,oracle
Backend,"c#, c#, c#, oracle"
Backend,"salesforce, oracle, microsoft dynamics, microsoft dynamics, microsoft dynamics, microsoft dynamics, microsoft dynamics"
Backend,"c, database, skill, self"
Backend,"impact, oracle hyperion, impact"
Backend,"oracle, self, oracle, oracle"
Backend,"informatica powercenter, unix shell, github, self, github, oracle, smart"
Backend,"oracle, oracle"
Backend,"microstrategy, microstrategy, oracle"
Backend,"oracle, scheduling software, unix"
Backend,c
Backend,"c, self"
Backend,"c, self"
Backend,"verilog, verilog, c/c++, c/c++, verilog, verilog, perl"
Backend,"c, self"
Backend,"c#, c#, c#, database"
Backend,"nosql, qa, nosql/sql"
Backend,"software engineering, software engineering, oracle, ui, unix, bash, unix"
Backend,"tableau, tableau, tableau, tableau, oracle"
Backend,"c, self"
Backend,"c, self"
Backend,"c, self"
Backend,"c, self"
Backend,oracle
Backend,"software engineer, impact, ruby on rails, mysql"
Backend,"verilog, verilog, c/c++, c/c++, verilog, verilog, perl"
Backend,"microsoft dynamics crm, c, microsoft dynamics crm, database, database, c, microsoft dynamics crm"
Backend,"oracle, oracle, oracle, oracle fusion middleware, oracle, oracle, go, oracle, oracle, oracle, oracle, oracle, oracle, oracle, oracle fusion middleware, oracle, database, subversion, linkedin, twitter"
Backend,"ruby on rails, ruby on rails, nosql, restful api, ruby, node.js, ruby on rails, nosql, database, mysql, restful api, git, selenium, redis, postgresql, redis, elasticsearch"
Backend,"c, self"
Backend,"c, self"
Backend,"c, self"
Backend,"skill, backend"
Backend,"c, self"
Backend,"c, self"
Backend,"unix, database, bash, perl"
Backend,c++
Backend,"c#, mongodb"
Backend,"c#, html5, c#, c#, database, html5, programming languages, self"
Backend,"unix shell, c#, programming languages, e-verify"
Backend,"c, self"
Backend,"c, self"
Backend,"database, oracle, database, facebook, facebook"
Backend,"qa, qa, qa, oracle, qa, oracle, oracle, qa"
Backend,"spring, programming languages, programming languages, programming languages, e-verify"
Backend,"oracle, oracle, oracle, oracle, oracle"
Backend,"c, self"
Backend,"c, c, c, c, unix"
Backend,"software engineer, c#, magic, software engineering, programming languages, programming languages, programming languages, c#, e-verify"
Backend,"c#, c#, c#, self, qa, c#, qa, qa, qa, qa, c#, database"
Backend,"django, ui, ui, ui, ui, ui"
Backend,"c, self"
Backend,"scala, scala, smart"
Backend,"c, database, skill, self"
Backend,"drupal, drupal, drupal, php"
Backend,"c, self"
Backend,"sas, sas, sas, sas, sas, sas, sas, sas, sas, sas, unix, sas, sas, sas, sas, oracle, player"
Backend,"c#, c#, self, player"
Backend,c#
Backend,"junit, orm, subversion, oracle, spring framework, spring, microsoft office, ml"
Backend,"c#, database, qa, c#, self"
Backend,"c#, c#, microsoft sql server, c#, facebook, facebook"
Backend,"c, self"
Backend,"c, self"
Backend,"mysql, git, self, mysql, git"
Backend,"microstrategy, microstrategy, microstrategy, microstrategy, microsoft excel, oracle"
Backend,"qa, skill, qa, backend, unix, selenium, selenium"
Backend,"mysql, mysql, mysql"
Backend,"c#, subversion, c#, c++, subversion, c#, c++, subversion, software engineer"
Backend,"oracle, oracle, oracle"
Backend,"c++, self, c++, c++"
Backend,"c, self"
Backend,"c, self"
Backend,"oracle, oracle, oracle, oracle, oracle"
Backend,"unix, software development tools, unix, oracle"
Backend,"spring, rest api, grails"
Backend,c
Backend,"tableau, tableau, tableau, tableau, tableau, tableau, tableau, tableau, tableau, tableau, tableau, tableau, oracle, tableau"
Backend,"c, microsoft office"
Backend,c#
Backend,"programming languages, c, microsoft dynamics nav, microsoft dynamics"
Backend,"go, c/c++"
Backend,"oracle, oracle"
Backend,"backend, backend, backend, back end, restful api, database"
Backend,"backend, linkedin, backend, junit, spring, git, nosql, backend"
Backend,"node.js, qa"
Backend,microsoft sql server reporting services ssrs
Backend,"perl, perl, perl, perl, unix shell, perl"
Backend,"certain, backend"
Backend,oracle
Backend,"reduce, c#"
Backend,"c#, skill, c#, c#, skill, self"
Backend,"oracle, oracle"
Backend,"ibm websphere, spring, database"
Backend,"qa, qa, backend"
Backend,oracle
Backend,"confluence, confluence, confluence, c"
Backend,"c#, c#, player"
Backend,"c++, c/c++, c++, c++, skill, c"
Backend,"data modeler, data modeler, data modeler, data modeler, database, oracle, database"
Backend,"impact, impact, oracle pl/sql"
Backend,"ui, c, google"
Backend,"self, qa, c"
Backend,"c#, software engineering, database, database"
Backend,"ui, spring boot"
Backend,"impact, selenium, skill, ruby, selenium, watir, fitnesse, junit, nosql, database"
Backend,"oracle, oracle, oracle, oracle, virtual, go, surpass"
Backend,"c#, back end, c#"
Backend,backend
Backend,"c, xcode, opengl, ui, ui, sqlite, html5"
Backend,"database, database, database, database, skill, c#, c++, database, database, database, skill, c#, c++"
Backend,"unix, unix, unix, skill, oracle pl/sql, unix, oracle pl/sql, oracle, unix, oracle sql plus"
Backend,"database, nosql"
Backend,"oracle, skype"
Backend,"smart, nosql, database, spring"
Backend,"c#, skill, microsoft dynamics, microsoft dynamics, microsoft dynamics ax, microsoft dynamics, microsoft dynamics"
Backend,"full stack developer, full stack, backend, google"
Backend,"c#, c#"
Backend,"software engineer, software engineer, spring, subversion, junit"
Backend,"nosql, spring, oracle, gmail"
Backend,"qa, ruby, groovy, self"
Backend,"oracle, oracle, oracle, database, oracle, database"
Backend,"rest api, backend"
Backend,"oracle, oracle"
Backend,"database, c#, c#, software engineering"
Backend,"player, software engineering, c#, software engineering, c, database, software engineering"
Backend,"qa, qa, skype, qa, database, back end, c#, selenium"
Backend,"qa, c#"
Backend,"selenium, qa, selenium, qa, selenium, selenium, selenium, selenium, spring, oracle, unix"
Backend,"smart, c, ner, database"
Backend,"oracle, oracle, oracle, database"
Backend,"c/c++, youtube, r"
Backend,spring framework
Backend,"web application software, software engineering, spring, orm, subversion, mysql"
Backend,scala
Backend,"oracle weblogic, unix"
Backend,"reduce, oracle, self, player, virtual"
Backend,spring framework
Backend,"backend, nosql, spring, github, skill, authorization"
Backend,"oracle, oracle, skill, oracle, oracle, oracle, gmail"
Backend,oracle database
Backend,"spring, database"
Backend,"database, oracle"
Backend,"php, php, reduce, php, reduce"
Backend,"software engineer, software engineer, player, skill, software engineer, c#"
Backend,"software engineer, software engineer, perl, database, database, database"
Backend,"spring, backend, subversion, git, nosql"
Backend,"backend, backend"
Backend,c#
Backend,"ibm rational, ibm rational clearquest, ibm rational, perl, ibm rational"
Backend,"qa, qa, self, selenium, qa, selenium, c#, qa, selenium, c, ui, database, confluence"
Backend,"oracle, c#, c++"
Backend,"c#, c#"
Backend,"c#, c#"
Backend,"software engineer, software engineer, c, c++, c#"
Backend,c/c++
Backend,"spring framework, junit, spring, spring, spring, database, spring, spring, player"
Backend,c#
Backend,c#
Backend,"c#, c#, loan origination software, c#"
Backend,"oracle, oracle, oracle, oracle, oracle, oracle, oracle, oracle, oracle, oracle, oracle, oracle, oracle, oracle, oracle, oracle, oracle"
Backend,"erp software, oracle"
Backend,oracle
Backend,"software engineer, oracle, oracle, oracle, oracle data integrator, oracle e-business suite, oracle"
Backend,"oracle, oracle, oracle, oracle, oracle, programming languages, perl, unix shell, unix, oracle"
Backend,"c++, software engineer, self, software engineer, c++"
Backend,"citrix, citrix, c, citrix"
Backend,"database, database, database, database, database, database, c#, database, database, database, nosql, database, player"
Backend,"c#, c#"
Backend,"backend, database, backend"
Backend,"c#, selenium, selenium, git, github, junit, nunit, c#"
Backend,"oracle, oracle, oracle"
Backend,"go, microsoft sql server, c"
Backend,"spring framework, c/c++"
Backend,"backend, go"
Backend,"junit, oracle"
Backend,"oracle, oracle pl/sql, unix, go, oracle, unix shell, skype"
Backend,"html5, ux, database, ui, ui, spring"
Backend,"c/c++, c#, c/c++, c#, oracle"
Backend,"c++, c++, c++, opengl"
Backend,"c/c++, c/c++"
Backend,"software engineer, spring, database, oracle"
Backend,"backend, backend, backend, backend, spring, nosql"
Backend,"c++, perl, risk mitigation, software engineering, software engineer, c++, c#"
Backend,"microsoft dynamics crm, software engineer, microsoft dynamics crm, c#, microsoft dynamics"
Backend,"mongodb, mongodb, mongodb, mongodb"
Backend,"ajax, c#, skill"
Backend,"software engineering, scala, ruby, postgresql, linkedin"
Backend,"ux, ui, software engineer, c, ux, self"
Backend,"c#, c#, c#, c#, node.js, c#, nodejs, php"
Backend,"version control software, c#, software ag"
Backend,"scala, backend, scala, database"
Backend,c#
Backend,oracle
Backend,"database, database, database, database, database, database, database, database, microsoft sql server"
Backend,"oracle, unix"
Backend,"database, oracle"
Backend,"ssl, unix, access control, oracle"
Backend,"ajax, html5, ajax, html5, node.js, oracle"
Backend,"c, unix"
Backend,"oracle, oracle, oracle, oracle, oracle"
Backend,"oracle, oracle, oracle, oracle, oracle"
Backend,"spring, database, software engineering"
Backend,"tableau, oracle, sas"
Backend,"software engineer, software engineer, c#"
Backend,c
Backend,"nodejs, mongodb"
Backend,"stage, oracle"
Backend,"unix shell, oracle"
Backend,"unix, perl"
Backend,"unix, oracle pl/sql, oracle, oracle sql plus"
Backend,"oracle database, unix shell"
Backend,spring
Backend,"salesforce, php, linkedin"
Backend,"c#, sitecore cms"
Backend,"r, r, software engineering, r, opengl, c++, impact"
Backend,"skype, oracle fusion middleware, oracle, oracle, oracle, virtual"
Backend,back end
Cloud/Network,"cloud, microsoft azure, cloud, microsoft azure, virtual, database, virtual, network, virtual"
